FIPS,vaccgivenpercaptia,Hesitancy,dosewastedpercapita,vacc_complete,Census2019,vaccnum,UrbRur,demrep,demv,repv,mystate
1103,1.190910686,0.17,0.259945354,92.5,119679,53359,4,Republican,13234,39664,AL
1105,1.363330718,0,0,92.5,8923,4439,6,Democrate,3860,1339,AL
1107,1.410386352,0.17,0.460762669,92.5,19930,10255,4,Republican,4022,5594,AL
1109,1.141390348,0.17,0.350123815,92.5,33114,14326,5,Republican,5636,8042,AL
1111,0.913123845,0.18,0,92.5,22722,7697,6,Republican,2203,8559,AL
1113,1.195959352,0.17,0.030071945,92.5,57961,25217,3,Democrate,11228,9864,AL
1115,1.064449459,0.19,0.147253999,92.5,89512,35916,2,Republican,7744,36166,AL
1117,1.000206705,0.14,0.206557588,92.5,217702,81274,2,Republican,33268,79700,AL
1119,1.514283415,0.18,0.055041442,92.5,12427,6650,6,Democrate,4648,1598,AL
1121,1.008627373,0.18,0.023331416,92.5,79978,29985,5,Republican,13138,22235,AL
1123,1.068446999,0.18,0.074937449,92.5,40367,15885,6,Republican,5859,14963,AL
1125,1.203128657,0.16,0.326249672,92.5,209355,94093,4,Republican,37765,51117,AL
1127,1.276081926,0.19,0.178271753,92.5,63521,30746,2,Republican,4834,26002,AL
1129,1.242680387,0.17,0,92.5,16326,7648,6,Republican,2258,6564,AL
1131,1.504868408,0,0,92.5,10373,5693,6,Democrate,4048,1833,AL
1133,0.590503195,0.18,0.005078505,92.5,23629,5299,6,Republican,974,10195,AL
4001,3.071014231,0.21,0.258961982,97.7,71887,77551,6,Democrate,23293,11442,AZ
4003,1.910619272,0.14,0.116786582,97.7,125922,85874,4,Republican,23732,35557,AZ
4005,2.249337868,0.16,0.273885528,97.7,143476,115321,4,Democrate,44698,27052,AZ
4007,1.71061498,0.16,0.254618831,97.7,54018,33017,5,Republican,8943,18377,AZ
4009,1.764451425,0.16,0.11146587,97.7,38837,25566,5,Republican,4034,10749,AZ
4011,1.227732154,0.16,0.1692988,97.7,9498,4268,6,Republican,1182,2433,AZ
4012,1.330396058,0.15,0.076985029,97.7,21108,10563,6,Republican,2236,5129,AZ
4013,1.629908856,0.14,0.287064918,97.7,4485414,2666549,1,Democrate,1040774,995665,AZ
4015,1.196836663,0.15,0.233461054,97.7,212181,91278,4,Republican,24831,78535,AZ
4017,2.314891277,0.21,0.065441203,97.7,110924,90116,5,Republican,23383,27657,AZ
4019,2.081618174,0.14,0.198004543,97.7,1047279,755573,3,Democrate,304981,207758,AZ
4021,1.504981752,0.16,0.095324219,97.7,462789,258639,2,Republican,75106,107077,AZ
4023,3.602068906,0.14,0.070626694,97.7,46498,57383,5,Democrate,13138,6194,AZ
4025,1.423055819,0.14,0.193543996,97.7,235099,117359,4,Republican,49602,91527,AZ
4027,2.147422434,0.15,0.174734666,97.7,213787,156851,4,Republican,32210,36534,AZ
5001,1.594246826,0.21,0.447329292,92,17486,10100,6,Republican,1818,4304,AR
5003,1.370961998,0.22,0.413593122,92,19657,10053,6,Republican,2125,5548,AR
5005,1.332371459,0.2,0.227892779,92,41932,19875,5,Republican,4635,15836,AR
5007,1.572778632,0.18,0.306454444,92,279141,159305,3,Republican,42249,73965,AR
5009,1.077019662,0.2,0.478013464,92,37432,14723,5,Republican,3064,13652,AR
5011,1.58636068,0.22,0.397937378,92,10763,6285,6,Republican,1214,2335,AR
5013,1.060705338,0.2,3.125264984,92,5189,2053,5,Republican,479,1636,AR
5015,1.380479211,0.2,0.631606765,92,28380,14123,6,Republican,4023,7424,AR
5017,1.511662384,0.22,0.181359953,92,10118,5664,6,Democrate,2260,1752,AR
5019,1.393996416,0.2,0.436379928,92,22320,11286,5,Republican,3438,4616,AR
5021,1.297986393,0.21,0.316266923,92,14551,6855,6,Republican,962,4086,AR
5023,1.291303824,0.22,1.431638509,92,24919,11507,6,Republican,1988,10328,AR
5025,1.483157366,0.22,1.976495726,92,7956,4351,4,Republican,651,2867,AR
5027,1.346762161,0.2,0.419235196,92,23457,11816,5,Republican,2814,5500,AR
5029,1.549266046,0.21,0.690540152,92,20846,11592,6,Republican,2615,5694,AR
5031,1.331943588,0.21,0.859388029,92,110332,54094,4,Republican,11921,25558,AR
5033,1.267511896,0.21,0.25737863,92,63257,29788,3,Republican,4959,18607,AR
5035,1.264268585,0.22,0.449671567,92,47955,22725,2,Democrate,8514,7333,AR
5037,1.391010415,0.23,0.847371947,92,16419,8650,6,Republican,1772,4946,AR
5039,1.575545727,0,0,92,7009,4050,6,Republican,963,1573,AR
5041,1.686383241,0.22,0.498723704,92,11361,7031,6,Democrate,2016,1921,AR
5043,1.338492782,0.22,0.458696965,92,18219,8987,6,Republican,2426,4349,AR
5045,1.442023062,0.21,0.669248534,92,126007,66702,3,Republican,18347,34421,AR
5047,1.318092012,0.22,0.473045442,92,17715,8816,6,Republican,1300,5677,AR
5049,0.996393364,0.22,0.974833694,92,12477,4430,6,Republican,1035,3961,AR
5051,1.32939247,0.2,0.468154468,92,99386,47390,4,Republican,14045,29069,AR
5053,1.285190255,0.2,1.238050917,92,18265,8727,3,Republican,1268,6794,AR
5055,1.207655819,0.21,0.037837838,92,45325,20412,5,Republican,3058,12670,AR
5057,1.116059818,0.21,1.162780977,92,21532,9118,6,Republican,2138,4470,AR
5059,1.216339463,0.2,0,92,33771,15025,5,Republican,3082,9202,AR
5061,1.483638843,0.22,0.105893047,92,13202,7413,6,Republican,1340,3367,AR
5063,1.234976867,0.22,0.767508262,92,37825,16955,5,Republican,2806,11250,AR
5065,1.210286888,0.22,0.669674958,92,13629,5916,6,Republican,1021,4631,AR
5067,1.131407381,0.23,0.019498774,92,16719,6783,6,Republican,1365,3593,AR
5069,1.326918472,0.2,0.039821022,92,66824,32181,4,Democrate,14981,9521,AR
5071,1.372864775,0.21,0.22714275,92,26578,13536,6,Republican,2283,6938,AR
5073,1.17406401,0.21,0.100694444,92,6624,2874,6,Republican,839,1757,AR
5075,1.303425576,0.21,0.023162258,92,16406,7905,6,Republican,1080,4569,AR
5077,1.142486169,0.23,0.660720334,92,8857,3645,6,Democrate,1423,1286,AR
5079,0.98034398,0,0,92,13024,4761,4,Republican,1032,2729,AR
5081,1.125295701,0,0,92,12259,5158,4,Republican,1226,3715,AR
5083,1.312307836,0.22,0.507127551,92,21466,10493,6,Republican,1544,6441,AR
5085,1.325512556,0.21,0.083973318,92,73309,36280,3,Republican,6686,22884,AR
5087,1.242941602,0.2,1.068713803,92,16576,7493,3,Republican,1563,5658,AR
5089,1.045465437,0.2,0.029771175,92,16694,6175,6,Republican,1531,5783,AR
5091,0.888272418,0.21,0.220750399,92,43257,14391,4,Republican,4245,11920,AR
5093,1.140734545,0.22,0.467860569,92,40651,17333,5,Republican,4558,7296,AR
5095,1.658259961,0.23,0.794209819,92,6701,3968,6,Republican,1147,1545,AR
5097,1.070109059,0.2,0.248497663,92,8986,3426,6,Republican,731,3046,AR
5099,1.265753757,0,0,92,8252,3894,6,Republican,1076,2133,AR
5101,0.989681414,0.2,0.440861602,92,7753,2725,5,Republican,709,3192,AR
5103,1.505388761,0,0,92,23382,12973,5,Republican,3995,5294,AR
5105,1.488283118,0.21,0.168053563,92,10455,5603,3,Republican,1012,3479,AR
5107,1.398549095,0.23,0.366944101,92,17782,9170,5,Democrate,3623,2417,AR
5109,1.18492256,0.21,0.245194999,92,10718,4642,6,Republican,644,3519,AR
5111,1.276139068,0.23,0.125425026,92,23528,11136,4,Republican,1424,5918,AR
5113,1.005760369,0.22,0.316820276,92,19964,7477,6,Republican,1246,7035,AR
5115,1.379323261,0.21,0.328162068,92,64072,32719,5,Republican,5772,18081,AR
5117,1.257504341,0.23,0.223641776,92,8062,3678,6,Republican,654,2786,AR
5119,1.756457461,0.18,0.280428465,92,391911,243387,3,Democrate,101947,63687,AR
5121,1.201525782,0.21,0.524334558,92,17958,7771,6,Republican,1215,5355,AR
5123,1.362887093,0,0,92,24994,12954,5,Democrate,3604,3242,AR
5125,1.47294527,0.2,0.093615492,92,122437,65931,3,Republican,16060,39556,AR
5127,1.325454722,0.22,0.781927828,92,10281,5157,6,Republican,483,2962,AR
5129,1.107854333,0.2,0.64560335,92,7881,3164,6,Republican,588,3365,AR
5131,1.418636125,0.21,0.287951685,92,127827,66773,3,Republican,14487,31198,AR
5133,1.229376139,0.22,0.765802317,92,17007,8104,6,Republican,1116,3884,AR
5135,1.173374613,0,0,92,17442,7293,6,Republican,1398,5938,AR
5137,1.10474972,0,0,92,12506,4823,6,Republican,1180,4616,AR
5139,1.406674939,0.2,0.202807507,92,38682,19752,5,Republican,5584,10478,AR
5141,1.238561499,0,0,92,16545,7206,6,Republican,1593,6034,AR
5143,1.625991379,0.2,0.048869713,92,239187,141916,3,Republican,43824,47504,AR
5145,1.214341041,0.23,0.100923139,92,78753,35778,5,Republican,5978,24182,AR
5147,1.467088608,0.23,0.424050633,92,6320,3643,6,Republican,856,1543,AR
5149,1.359448948,0,0,92,21341,10871,5,Republican,1284,5226,AR
6001,2.491926485,0.05,0.166652407,97.6,1671329,1420040,1,Democrate,617659,136309,CA
6005,1.630257597,0.08,0.150155967,97.6,39752,22675,6,Republican,8153,13585,CA
6007,1.538757037,0.08,0.350095353,97.6,219186,120499,4,Democrate,50426,48730,CA
6009,1.662062956,0.08,0.101688269,97.6,45905,26920,6,Republican,10046,16518,CA
6011,1.614841973,0.08,0.465215575,97.6,21547,13464,6,Republican,3234,4554,CA
6013,2.43544142,0.05,0.219562455,97.6,1153526,969036,2,Democrate,416386,152877,CA
6015,1.279987056,0.09,0.348806271,97.6,27812,12456,5,Republican,4677,6461,CA
6017,1.835596833,0.06,0.215703966,97.6,192843,123816,2,Republican,51621,61838,CA
6019,1.698583026,0.07,0.309317076,97.6,999101,631043,3,Democrate,193025,164464,CA
6021,1.52023386,0.08,0.057831156,97.6,28393,16093,6,Republican,3995,7063,CA
6023,1.952529545,0.08,0.350853509,97.6,135558,91887,5,Democrate,44768,21770,CA
6025,2.885782082,0.07,0.305570731,97.6,181215,179050,4,Democrate,34678,20847,CA
6029,1.465757685,0.08,0.339164987,97.6,900202,496299,3,Republican,133366,164484,CA
6031,1.378037139,0.09,0.475853276,97.6,152940,79503,4,Republican,18699,24072,CA
6033,1.661510266,0.09,0.176063119,97.6,64386,39024,5,Democrate,14941,13123,CA
6035,1.018970987,0.09,0.565597095,97.6,30573,11825,5,Republican,2799,8970,CA
6037,2.084125212,0.06,0.233774777,97.6,10039107,7441121,1,Democrate,3028885,1145530,CA
6039,1.501172717,0.08,0.243327592,97.6,157327,87755,4,Republican,23168,29378,CA
6041,2.795557633,0.05,0.211694343,97.6,258826,237362,2,Democrate,128288,24612,CA
6045,1.945002248,0.09,0.364154054,97.6,86749,59942,5,Democrate,28782,13267,CA
6047,1.448411841,0.08,0.336423221,97.6,277680,145733,3,Democrate,48991,39397,CA
6053,2.077606604,0.07,0.219655763,97.6,434061,325857,3,Democrate,113953,46299,CA
6055,2.350193112,0.06,0.335593565,97.6,137744,110554,4,Democrate,49817,20676,CA
6057,1.920705729,0.07,0.266663325,97.6,99755,65532,5,Democrate,36359,26779,CA
6059,2.088537553,0.05,0.271185304,97.6,3175692,2344697,1,Democrate,814009,676498,CA
6061,1.980325309,0.06,0.29009688,97.6,398329,275861,2,Republican,106869,122488,CA
6065,1.668821791,0.07,0.2381765,97.6,2470546,1507854,1,Democrate,527945,448702,CA
6067,1.96194601,0.07,0.227518559,97.6,1552058,1081995,1,Democrate,440808,259405,CA
6069,1.925614571,0.08,0.268134633,97.6,62808,43383,2,Democrate,17628,10590,CA
6071,1.602605862,0.07,0.167724653,97.6,2180085,1295661,2,Democrate,455859,366257,CA
6073,2.292533093,0.06,0.196192108,97.6,3338330,2637769,1,Democrate,964650,600094,CA
6075,2.636495532,0.04,0.197145025,97.6,881549,761033,1,Democrate,378156,56417,CA
6077,1.742714014,0.07,0.213921705,97.6,762148,473239,3,Democrate,161137,121098,CA
6079,1.842280943,0.07,0.346355316,97.6,283111,176267,3,Democrate,88310,67436,CA
6081,2.60037335,0.04,0.178243951,97.6,766573,665331,2,Democrate,291410,75563,CA
6083,2.058739213,0.07,0.184345318,97.6,446499,326212,3,Democrate,129963,65736,CA
6085,2.600707938,0.04,0.165900183,97.6,1927852,1712009,1,Democrate,617967,214612,CA
6087,2.341023304,0.06,0.140128764,97.6,273213,220469,3,Democrate,114246,26937,CA
6089,1.414754554,0.08,0.382918703,97.6,180080,92069,4,Republican,30000,60789,CA
6093,1.525276189,0.09,0.292220768,97.6,43539,23982,6,Republican,9593,13290,CA
6095,2.014306043,0.06,0.20108658,97.6,447643,316028,3,Democrate,131639,69306,CA
6097,2.359753285,0.06,0.167547984,97.6,494336,396620,3,Democrate,199938,61825,CA
6099,1.563349435,0.08,0.154358406,97.6,550660,310069,3,Democrate,105841,104145,CA
6101,1.668292582,0.08,0.281094348,97.6,96971,60629,4,Republican,17367,24375,CA
6103,1.217303792,0.08,0.279899822,97.6,65084,28688,5,Republican,8911,19141,CA
6107,1.477883718,0.08,0.2098092,97.6,466195,259348,3,Republican,66105,77579,CA
6109,1.694225192,0.08,0.16151474,97.6,54478,33082,5,Republican,11978,17689,CA
6111,2.068893128,0.06,0.254401269,97.6,846006,623498,3,Democrate,251388,162207,CA
6113,2.097197279,0.06,0.17630839,97.6,220500,159996,2,Democrate,67598,27292,CA
6115,1.487873087,0.08,0.084074846,97.6,78668,44532,4,Republican,11230,17676,CA
8001,1.920544392,0.08,0.240347802,97,517421,364947,2,Democrate,134202,95657,CO
8003,1.616090679,0.08,0.220415204,97,16233,9401,6,Republican,3759,3813,CO
8005,1.992611828,0.07,0.262399671,97,656590,462572,2,Democrate,213607,127323,CO
8007,1.737258536,0.07,0.533822796,97,14029,8292,6,Republican,3738,5189,CO
8009,1.113376152,0.08,0,97,3581,1439,6,Republican,317,1867,CO
8011,0.772279003,0.09,0.644432491,97,5577,1526,6,Republican,732,1503,CO
8013,2.422469926,0.06,0.204453764,97,326196,264981,3,Democrate,159089,42501,CO
8014,2.412034343,0,0,97,70465,58346,2,Democrate,29077,16295,CO
8015,1.969443899,0.08,0.233985066,97,20356,13342,6,Democrate,7160,6222,CO
8017,0.891316221,0,0,97,1831,629,6,Republican,131,993,CO
8019,1.463195876,0.05,0.726185567,97,9700,4902,2,Democrate,3604,2754,CO
8021,1.445460085,0.08,0,97,8205,4169,6,Republican,1959,2286,CO
8023,1.772060715,0,0,97,3887,2397,6,Democrate,1311,741,CO
8025,0.606665567,0.09,0,97,6061,1346,6,Republican,437,1271,CO
8027,1.555643252,0,0,97,5068,2578,6,Republican,1112,2474,CO
8029,1.400584045,0.08,0.197772929,97,31162,15235,6,Republican,5887,13081,CO
8031,2.23670159,0.07,0.096513942,97,727211,572595,1,Democrate,313293,71618,CO
8033,1.198053528,0.07,0,97,2055,877,6,Republican,341,1089,CO
8035,2.166721723,0.06,0.18357188,97,351154,266125,2,Republican,104653,121270,CO
8037,2.409381973,0.07,0.308832333,97,55127,46681,5,Democrate,18588,9892,CO
8039,1.09895619,0.07,0.187960642,97,26729,10322,2,Republican,4490,14027,CO
8041,1.855085279,0.08,0.164432963,97,720403,484084,3,Republican,161941,202828,CO
8043,1.357678881,0.08,0.125796944,97,47839,22880,5,Republican,7369,17517,CO
8045,1.834451641,0.08,0.129651521,97,60061,39758,5,Democrate,15427,14717,CO
8047,1.741630626,0,0,97,6243,3697,2,Democrate,2223,1833,CO
8049,1.873585865,0.07,0,97,15734,10166,6,Republican,4710,4883,CO
8051,2.021532471,0.07,0.200320696,97,17462,12391,6,Democrate,7132,3735,CO
8053,2.02195122,0,0,97,820,563,6,Republican,255,353,CO
8055,1.626359287,0.1,0,97,6897,3833,6,Republican,2076,2203,CO
8057,1.311063218,0.07,0,97,1392,656,6,Republican,175,681,CO
8059,2.309123131,0.06,0.035662511,97,582881,465480,2,Democrate,218396,148417,CO
8061,1.040540541,0,0,97,1406,534,6,Republican,98,795,CO
8063,1.065097929,0,0,97,7097,2832,6,Republican,662,3144,CO
8065,1.702104097,0.08,0.243263197,97,8127,4994,6,Democrate,2303,1497,CO
8067,2.129542342,0.07,0.286956831,97,56221,40763,5,Democrate,20548,14233,CO
8069,2.051375879,0.07,0.192200034,97,356899,250698,3,Democrate,126120,91489,CO
8071,1.772438991,0.08,0.126085758,97,14506,9126,6,Republican,3497,4284,CO
8073,1.01771619,0.09,0,97,5701,2112,6,Republican,470,2135,CO
8075,1.050738543,0.09,0.22441876,97,22409,8778,5,Republican,2218,8087,CO
8077,1.487212243,0.09,0.21967447,97,154210,79255,4,Republican,31536,56894,CO
8079,2.608582575,0,0,97,769,671,6,Republican,317,427,CO
8081,1.203267334,0.08,0.300383949,97,13283,5919,5,Republican,1203,5670,CO
8083,2.063361723,0.07,0.189779628,97,26183,18663,6,Republican,5836,9306,CO
8085,1.450933159,0.08,0.332475794,97,42758,21695,5,Republican,7687,16770,CO
8087,1.330707307,0.09,0.015171322,97,29068,14395,5,Republican,3876,9593,CO
8089,1.397253529,0,0,97,18278,9222,6,Republican,3605,5756,CO
8091,2.096122779,0.08,0,97,4952,3402,6,Democrate,2365,1577,CO
8093,1.394799682,0,0,97,18845,9200,2,Republican,4903,6991,CO
8095,1.439624853,0,0,97,4265,2278,6,Republican,486,1958,CO
8097,2.546631395,0.07,0,97,17767,15269,5,Democrate,8989,2780,CO
8099,1.184686165,0.08,0.222806441,97,12172,5363,6,Republican,1458,4008,CO
8101,1.649093953,0.08,0.089144065,97,168424,98339,4,Democrate,43772,42252,CO
8103,1.082068311,0,0,97,6324,2496,6,Republican,561,3061,CO
8105,1.861986332,0.08,0,97,11267,7337,6,Republican,2495,3660,CO
8107,2.280989157,0.08,0.190810516,97,25638,19993,5,Democrate,10582,5925,CO
8109,1.07517585,0.08,0,97,6824,2502,6,Democrate,1884,1413,CO
8111,2.899725275,0,0,97,728,712,6,Democrate,342,202,CO
8113,2.493703387,0.05,0,97,8179,6999,6,Democrate,3924,1136,CO
8115,1.49911032,0,0,97,2248,1207,6,Republican,301,1121,CO
8117,2.487085228,0.07,0.099932282,97,31011,26965,5,Democrate,12631,5322,CO
8121,0.877343113,0,0,97,4908,1573,6,Republican,369,2595,CO
8123,1.713758737,0.08,0.064192646,97,324492,204346,3,Republican,66060,96145,CO
8125,1.21888412,0,0,97,10019,4510,6,Republican,785,4107,CO
9001,2.45416566,0.05,0.249458303,98.2,943332,801324,3,Democrate,297505,169039,CT
9003,2.262100211,0.05,0.22962477,98.2,891720,698196,1,Democrate,283368,159024,CT
9005,2.258255561,0.06,0.197623286,98.2,180333,140149,5,Republican,50164,55601,CT
9007,2.565238001,0.05,0.337997734,98.2,162436,139870,2,Democrate,56848,40665,CT
9009,2.362572053,0.06,0.279474751,98.2,854757,692265,3,Democrate,242629,169892,CT
9011,2.383483028,0.06,0.231510599,98.2,265206,216422,3,Democrate,79459,57110,CT
9013,2.037924377,0.06,0.157283988,98.2,150721,103727,2,Democrate,44006,34819,CT
9015,1.878645682,0.07,0.252478978,98.2,116782,76922,3,Republican,26701,29141,CT
10001,1.612138108,0.07,0.471657097,96.2,180786,105120,4,Democrate,44552,41009,DE
10003,2.025925588,0.06,0.495895324,96.2,558753,400778,2,Democrate,195034,88364,DE
10005,2.073070765,0.06,0.52674992,96.2,234225,166825,3,Republican,56682,71230,DE
11001,2.282256156,0.07,0.181961292,95.3,705749,556090,1,Democrate,317323,18586,DC
12001,1.888036485,0.12,0.342889427,98.6,269043,183860,3,Democrate,89704,50972,FL
12003,0.960527217,0.16,0.19089353,98.6,29210,10880,2,Republican,2037,11911,FL
12005,1.446295183,0.16,0.459282791,98.6,174705,96002,4,Republican,25614,66097,FL
12007,1.206943016,0.18,0.862274387,98.6,28201,13176,6,Republican,3160,10334,FL
12009,1.836700214,0.13,0.303341518,98.6,601942,399974,3,Republican,148549,207883,FL
12011,1.983214682,0.12,0.259022787,98.6,1952778,1425615,2,Democrate,618752,333409,FL
12013,0.92967033,0.17,0.172633818,98.6,14105,4995,6,Republican,1209,5274,FL
12015,1.926123551,0.12,0.388296014,98.6,188910,126872,4,Republican,42273,73243,FL
12017,1.622850919,0.14,0.350574981,98.6,149657,86226,4,Republican,27092,65352,FL
12019,1.493537117,0.14,0.215350373,98.6,219252,121802,2,Republican,38317,84480,FL
12021,1.988685432,0.11,0.415596697,98.6,384902,278363,3,Republican,77621,128950,FL
12023,1.131252964,0.18,0.203414893,98.6,71686,30849,5,Republican,8914,23836,FL
12027,1.29025552,0,0,98.6,38001,18385,5,Republican,4259,8313,FL
12029,0.966421015,0.18,0.448056579,98.6,16826,5931,6,Republican,1365,6759,FL
12031,1.675745885,0.14,0.352849111,98.6,957755,599299,1,Democrate,252556,233762,FL
12033,1.540293293,0.15,0.255328039,98.6,318316,182038,3,Republican,70929,96674,FL
12035,1.835307305,0.12,0.515558607,98.6,115081,75053,3,Republican,28161,43043,FL
12037,1.354061856,0.17,0.155793814,98.6,12125,5976,6,Republican,2120,4675,FL
12039,1.607577749,0.17,0.266272449,98.6,45660,27100,3,Democrate,16153,7465,FL
12041,1.004735766,0,0,98.6,18582,6957,3,Republican,1700,7895,FL
12043,0.954166968,0.15,0.499456955,98.6,13811,4789,6,Republican,1385,3782,FL
12045,1.429943544,0,0,98.6,13639,7314,4,Republican,1985,6113,FL
12047,0.953839756,0.17,0.275298032,98.6,14428,5169,6,Republican,1963,3815,FL
12049,1.108995063,0.14,0.170917326,98.6,26937,11783,5,Republican,2298,6122,FL
12051,1.323925563,0.15,0.464613774,98.6,42022,21539,5,Republican,4929,7906,FL
12053,1.531889439,0.14,0.263778878,98.6,193920,109023,2,Republican,37519,70412,FL
12055,1.506415869,0.14,0.170945482,98.6,106221,57097,4,Republican,16938,34873,FL
12057,1.742758674,0.13,0.311335573,98.6,1471968,953990,1,Democrate,376367,327398,FL
12059,0.788958556,0.16,0.080593363,98.6,19617,5919,6,Republican,924,8080,FL
12061,1.96957911,0.13,0.356002576,98.6,159923,110457,4,Republican,37844,58872,FL
12063,1.185224286,0.17,0.088378506,98.6,46414,20608,6,Republican,6766,15488,FL
12065,1.665449951,0.17,0.867541766,98.6,14246,8637,3,Republican,3897,4479,FL
12067,1.032415103,0.17,0,98.6,8422,3385,6,Republican,510,3128,FL
12069,1.856283266,0.13,0.462951966,98.6,367118,248208,2,Republican,83505,125859,FL
12071,1.761533241,0.12,0.22616429,98.6,770577,491421,3,Republican,157695,233247,FL
12073,1.62403349,0.12,0.267979645,98.6,293582,171358,3,Democrate,103517,57453,FL
12075,1.307495844,0.18,0.199961449,98.6,41503,20020,6,Republican,6205,16749,FL
12077,0.888676083,0,0,98.6,8354,2890,6,Republican,694,2846,FL
12079,1.297626129,0.17,0.144162656,98.6,18493,8864,6,Republican,3747,5576,FL
12081,1.773410241,0.12,0.298837206,98.6,403253,256555,3,Republican,90166,124987,FL
12083,1.621318511,0.14,0.218850098,98.6,365579,213066,3,Republican,74858,127826,FL
12085,1.824639752,0.11,0.460937888,98.6,161000,104973,3,Republican,36893,61168,FL
12086,2.326035908,0.11,0.194064278,98.6,2716940,2371991,1,Democrate,617864,532833,FL
12087,2.204208654,0.14,0.452147438,98.6,74228,59702,5,Republican,21881,25693,FL
12089,1.633557123,0.16,0.232248237,98.6,88625,52627,2,Republican,15564,42566,FL
12091,1.740193985,0.15,0.234613596,98.6,210738,138683,4,Republican,34248,79798,FL
12093,1.242387592,0.15,0.076361222,98.6,42168,20012,5,Republican,4390,11470,FL
12095,1.90790282,0.12,0.282488381,98.6,1393452,993514,1,Democrate,395014,245398,FL
